year,area_id,county,county_olelo,species_group,ecosystem_type,exchange_value,exchange_value_formatted
2021,120,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,120,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,36193.581999999966,"$36,194"
2021,120,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,120,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,36193.582,"$36,194"
2021,120,Hawaii,Hawaiʻi,All Species,All Ecosystems,46777.147,"$46,777"
2021,120,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,45202.475,"$45,202"
2021,120,Hawaii,Hawaiʻi,All Species,Inshore — Reef,1574.672,"$1,575"
2021,121,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,38420.40289999997,"$38,420"
2021,121,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,121,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,38420.4029,"$38,420"
2021,121,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,3946.1007999999993,"$3,946"
2021,121,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,1723.20416,"$1,723"
2021,121,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,2222.896639999999,"$2,223"
2021,121,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,34453.848,"$34,454"
2021,121,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,34453.848,"$34,454"
2021,121,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,121,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,521251.27599999984,"$521,251"
2021,121,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,121,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,521251.276,"$521,251"
2021,121,Hawaii,Hawaiʻi,All Species,All Ecosystems,598071.6277,"$598,072"
2021,121,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,561894.5755,"$561,895"
2021,121,Hawaii,Hawaiʻi,All Species,Inshore — Reef,36177.05216,"$36,177"
2021,122,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,41071.22649999998,"$41,071"
2021,122,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,122,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,41071.2265,"$41,071"
2021,122,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,16139.376,"$16,139"
2021,122,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,4423.5072,"$4,424"
2021,122,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,11715.8688,"$11,716"
2021,122,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,7075.096600000001,"$7,075"
2021,122,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,7075.0966,"$7,075"
2021,122,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,122,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,101952.15009999993,"$101,952"
2021,122,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,122,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,101952.1501,"$101,952"
2021,122,Hawaii,Hawaiʻi,All Species,All Ecosystems,166237.8492,"$166,238"
2021,122,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,154739.2454,"$154,739"
2021,122,Hawaii,Hawaiʻi,All Species,Inshore — Reef,11498.6038,"$11,499"
2021,123,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,0.0,$0
2021,123,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,0.0,$0
2021,123,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,123,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,2855.6749999999975,"$2,856"
2021,123,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,123,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,2855.675,"$2,856"
2021,123,Hawaii,Hawaiʻi,All Species,All Ecosystems,2855.675,"$2,856"
2021,123,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,2855.675,"$2,856"
2021,123,Hawaii,Hawaiʻi,All Species,Inshore — Reef,0.0,$0
2021,124,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,2631.4299999999985,"$2,631"
2021,124,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,124,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,2631.43,"$2,631"
2021,124,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,0.0,$0
2021,124,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,0.0,$0
2021,124,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,124,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,33801.09799999997,"$33,801"
2021,124,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,124,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,33801.098,"$33,801"
2021,124,Hawaii,Hawaiʻi,All Species,All Ecosystems,36432.528,"$36,433"
2021,124,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,36432.528,"$36,433"
2021,124,Hawaii,Hawaiʻi,All Species,Inshore — Reef,0.0,$0
2021,125,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,14299.612899999993,"$14,300"
2021,125,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,125,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,14299.6129,"$14,300"
2021,125,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,1445.8719999999998,"$1,446"
2021,125,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,588.3583999999998,$588
2021,125,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,857.5136,$858
2021,125,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,273.98800000000006,$274
2021,125,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,273.988,$274
2021,125,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,125,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,239532.85509999993,"$239,533"
2021,125,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,125,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,239532.8551,"$239,533"
2021,125,Hawaii,Hawaiʻi,All Species,All Ecosystems,255552.328,"$255,552"
2021,125,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,254689.9816,"$254,690"
2021,125,Hawaii,Hawaiʻi,All Species,Inshore — Reef,862.3464,$862
2021,126,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,11939.184999999994,"$11,939"
2021,126,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,126,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,11939.185,"$11,939"
2021,126,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,3888.656,"$3,889"
2021,126,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,2743.072,"$2,743"
2021,126,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,1145.5839999999998,"$1,146"
2021,126,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,229.94400000000005,$230
2021,126,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,229.944,$230
2021,126,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,126,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,115196.58019999992,"$115,197"
2021,126,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,126,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,115196.5802,"$115,197"
2021,126,Hawaii,Hawaiʻi,All Species,All Ecosystems,131254.3652,"$131,254"
2021,126,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,128281.3492,"$128,281"
2021,126,Hawaii,Hawaiʻi,All Species,Inshore — Reef,2973.016,"$2,973"
2021,127,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,0.0,$0
2021,127,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,0.0,$0
2021,127,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,127,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,19246.37399999999,"$19,246"
2021,127,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,127,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,19246.374,"$19,246"
2021,127,Hawaii,Hawaiʻi,All Species,All Ecosystems,19246.374,"$19,246"
2021,127,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,19246.374,"$19,246"
2021,127,Hawaii,Hawaiʻi,All Species,Inshore — Reef,0.0,$0
2021,128,Hawaii,Hawaiʻi,Deep 7 Bottomfish,All Ecosystems,11440.268999999997,"$11,440"
2021,128,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,128,Hawaii,Hawaiʻi,Deep 7 Bottomfish,Coastal — Open Ocean,11440.269,"$11,440"
2021,128,Hawaii,Hawaiʻi,Shallow Bottomfish,All Ecosystems,1385.152,"$1,385"
2021,128,Hawaii,Hawaiʻi,Shallow Bottomfish,Inshore — Reef,620.5952000000001,$621
2021,128,Hawaii,Hawaiʻi,Shallow Bottomfish,Coastal — Open Ocean,764.5568,$765
2021,128,Hawaii,Hawaiʻi,Reef-Associated,All Ecosystems,0.0,$0
2021,128,Hawaii,Hawaiʻi,Reef-Associated,Inshore — Reef,0.0,$0
2021,128,Hawaii,Hawaiʻi,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,128,Hawaii,Hawaiʻi,Pelagics,All Ecosystems,91582.68689999996,"$91,583"
2021,128,Hawaii,Hawaiʻi,Pelagics,Inshore — Reef,0.0,$0
2021,128,Hawaii,Hawaiʻi,Pelagics,Coastal — Open Ocean,91582.6869,"$91,583"
2021,128,Hawaii,Hawaiʻi,All Species,All Ecosystems,104408.1079,"$104,408"
2021,128,Hawaii,Hawaiʻi,All Species,Coastal — Open Ocean,103787.5127,"$103,788"
2021,128,Hawaii,Hawaiʻi,All Species,Inshore — Reef,620.5952,$621
2021,300,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,1909.2119999999993,"$1,909"
2021,300,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,300,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,1909.212,"$1,909"
2021,300,Maui,Maui,Shallow Bottomfish,All Ecosystems,2199.4025,"$2,199"
2021,300,Maui,Maui,Shallow Bottomfish,Inshore — Reef,924.3490000000002,$924
2021,300,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,1275.0535,"$1,275"
2021,300,Maui,Maui,Reef-Associated,All Ecosystems,78828.44700000001,"$78,828"
2021,300,Maui,Maui,Reef-Associated,Inshore — Reef,78828.447,"$78,828"
2021,300,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,300,Maui,Maui,Pelagics,All Ecosystems,1593.293999999999,"$1,593"
2021,300,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2021,300,Maui,Maui,Pelagics,Coastal — Open Ocean,1593.294,"$1,593"
2021,300,Maui,Maui,All Species,All Ecosystems,84530.3555,"$84,530"
2021,300,Maui,Maui,All Species,Coastal — Open Ocean,4777.5595,"$4,778"
2021,300,Maui,Maui,All Species,Inshore — Reef,79752.796,"$79,753"
2021,301,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,77.79999999999997,$78
2021,301,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,301,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,77.8,$78
2021,301,Maui,Maui,Reef-Associated,All Ecosystems,2963.2560000000003,"$2,963"
2021,301,Maui,Maui,Reef-Associated,Inshore — Reef,2963.256,"$2,963"
2021,301,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,301,Maui,Maui,Pelagics,All Ecosystems,0.0,$0
2021,301,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2021,301,Maui,Maui,Pelagics,Coastal — Open Ocean,0.0,$0
2021,301,Maui,Maui,All Species,All Ecosystems,3041.056,"$3,041"
2021,301,Maui,Maui,All Species,Coastal — Open Ocean,77.8,$78
2021,301,Maui,Maui,All Species,Inshore — Reef,2963.256,"$2,963"
2021,302,Maui,Maui,Reef-Associated,All Ecosystems,6847.523999999999,"$6,848"
2021,302,Maui,Maui,Reef-Associated,Inshore — Reef,6847.524,"$6,848"
2021,302,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,302,Maui,Maui,Pelagics,All Ecosystems,455.87699999999984,$456
2021,302,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2021,302,Maui,Maui,Pelagics,Coastal — Open Ocean,455.877,$456
2021,302,Maui,Maui,All Species,All Ecosystems,7303.401,"$7,303"
2021,302,Maui,Maui,All Species,Coastal — Open Ocean,455.877,$456
2021,302,Maui,Maui,All Species,Inshore — Reef,6847.524,"$6,848"
2021,303,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,9261.700999999995,"$9,262"
2021,303,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
2021,303,Maui,Maui,Deep 7 Bottomfish,Coastal — Open Ocean,9261.701,"$9,262"
2021,303,Maui,Maui,Shallow Bottomfish,All Ecosystems,2392.7000000000003,"$2,393"
2021,303,Maui,Maui,Shallow Bottomfish,Inshore — Reef,1253.86,"$1,254"
2021,303,Maui,Maui,Shallow Bottomfish,Coastal — Open Ocean,1138.84,"$1,139"
2021,303,Maui,Maui,Reef-Associated,All Ecosystems,1472.04,"$1,472"
2021,303,Maui,Maui,Reef-Associated,Inshore — Reef,1472.04,"$1,472"
2021,303,Maui,Maui,Reef-Associated,Coastal — Open Ocean,0.0,$0
2021,303,Maui,Maui,Pelagics,All Ecosystems,1805.525999999999,"$1,806"
2021,303,Maui,Maui,Pelagics,Inshore — Reef,0.0,$0
2021,303,Maui,Maui,Pelagics,Coastal — Open Ocean,1805.526,"$1,806"
2021,303,Maui,Maui,All Species,All Ecosystems,14931.967,"$14,932"
2021,303,Maui,Maui,All Species,Coastal — Open Ocean,12206.067,"$12,206"
2021,303,Maui,Maui,All Species,Inshore — Reef,2725.9,"$2,726"
2021,304,Maui,Maui,Deep 7 Bottomfish,All Ecosystems,16571.438899999997,"$16,571"
2021,304,Maui,Maui,Deep 7 Bottomfish,Inshore — Reef,0.0,$0
